employee_id,department,salary,new_hire,job_level
1909,Sales,96326.24246,No,Salaried
1911,Engineering,74106.89917,No,Hourly
1912,Sales,66851.18493,No,Hourly
1915,Sales,88145.29586,No,Salaried
1916,Engineering,55110.52025,No,Hourly
1918,Engineering,64396.05159,Yes,Hourly
1922,Engineering,51138.62043,No,Hourly
1924,Sales,56225.62056,No,Hourly
1927,Sales,84216.25589,Yes,Salaried
1928,Sales,65583.45701,Yes,Hourly
1929,Sales,59043.00694,No,Hourly
1931,Engineering,47793.89554,No,Hourly
1932,Engineering,74271.2084,No,Hourly
1933,Sales,69291.38432,No,Hourly
1934,Engineering,95035.89455,No,Salaried
1935,Sales,76267.29962,No,Hourly
1936,Engineering,143203.1874,Yes,Manager
1937,Engineering,47950.86956,No,Hourly
1938,Sales,76063.98704,No,Hourly
1939,Engineering,55091.91255,No,Hourly
1940,Engineering,62558.11324,No,Hourly
1941,Engineering,69742.27667,No,Hourly
1943,Sales,102660.199,No,Salaried
1944,Finance,127013.2159,No,Manager
1945,Sales,74285.51107,No,Hourly
1947,Engineering,74876.73551,Yes,Hourly
1948,Engineering,82912.42024,No,Salaried
1949,Engineering,104131.9628,Yes,Salaried
1950,Sales,55492.38631,Yes,Hourly
1951,Sales,73876.79807,Yes,Hourly
1952,Engineering,69196.61186,No,Hourly
1954,Engineering,84895.72688,Yes,Salaried
1955,Engineering,104029.4993,No,Salaried
1956,Engineering,103032.3374,No,Salaried
1960,Engineering,69669.16762,No,Hourly
1961,Sales,84987.09107,No,Salaried
1962,Sales,111049.2745,No,Manager
1965,Sales,61620.51231,No,Hourly
1966,Engineering,56793.24718,No,Hourly
1967,Sales,101666.501,No,Salaried
1968,Sales,50873.81169,No,Hourly
1969,Engineering,81203.91425,Yes,Hourly
1970,Engineering,87433.44606,No,Salaried
1971,Engineering,126574.9515,No,Manager
1972,Finance,89861.43433,No,Salaried
1973,Finance,84730.66601,No,Salaried
1974,Engineering,74955.37433,No,Hourly
1975,Sales,71606.84879,No,Hourly
1976,Engineering,68524.93118,Yes,Hourly
1979,Engineering,73009.28599,No,Hourly
1980,Engineering,83473.8034,Yes,Salaried
1981,Engineering,104424.6249,No,Manager
1982,Engineering,64314.19665,No,Hourly
1985,Engineering,70117.80994,No,Hourly
1986,Sales,66065.05293,No,Hourly
1987,Finance,113359.2438,No,Manager
1989,Engineering,55894.17779,No,Hourly
1992,Engineering,97844.91119,Yes,Salaried
1993,Engineering,56367.18931,Yes,Hourly
1994,Engineering,69649.74011,Yes,Hourly
1995,Sales,92049.86662,No,Salaried
1996,Sales,86735.96492,No,Salaried
1997,Engineering,56127.40021,No,Hourly
1998,Engineering,73899.35398,No,Hourly
1999,Engineering,58686.45158,Yes,Hourly
2000,Engineering,57990.64542,No,Hourly
2003,Engineering,72078.77415,No,Hourly
2007,Engineering,81647.96948,No,Salaried
2008,Engineering,72888.05702,Yes,Hourly
2009,Engineering,54438.24338,Yes,Hourly
2010,Engineering,59901.49257,No,Hourly
2012,Engineering,67519.83499,No,Hourly
2013,Sales,54806.7017,No,Hourly
2014,Engineering,63530.41032,Yes,Hourly
2015,Engineering,56131.36551,No,Hourly
2016,Sales,68698.75301,No,Hourly
2017,Engineering,82738.4368,No,Salaried
2018,Sales,118111.7784,No,Manager
2019,Sales,84994.06235,Yes,Salaried
2020,Engineering,88089.92964,Yes,Salaried
2021,Sales,108386.7029,Yes,Manager
2022,Engineering,55772.92799,No,Hourly
2023,Sales,130706.8869,No,Manager
2024,Sales,71719.05782,No,Hourly
2025,Engineering,54341.65028,No,Hourly
2026,Engineering,75616.2639,No,Hourly
2027,Engineering,54640.52904,Yes,Hourly
2031,Engineering,58177.17424,No,Hourly
2032,Engineering,54206.07806,No,Hourly
2034,Engineering,85396.33069,Yes,Salaried
2035,Sales,81545.78924,No,Salaried
2036,Sales,81141.34638,Yes,Salaried
2037,Sales,69505.53668,No,Hourly
2038,Engineering,72988.32234,No,Hourly
2040,Finance,97911.06418,Yes,Salaried
2041,Sales,115149.3577,No,Manager
2044,Sales,68502.00093,No,Hourly
2045,Sales,56339.79765,No,Hourly
2046,Sales,80524.47338,No,Hourly
2048,Engineering,64525.18397,No,Hourly
2049,Engineering,75396.5276,No,Hourly
2051,Engineering,47206.87819,No,Hourly
2052,Engineering,66035.27852,No,Hourly
2053,Engineering,69582.76372,No,Hourly
2054,Engineering,53629.6701,No,Hourly
2055,Sales,58998.70842,No,Hourly
2056,Sales,91331.25814,No,Salaried
2057,Engineering,63204.96374,Yes,Hourly
2060,Sales,74188.50073,No,Hourly
2061,Engineering,49384.53146,No,Hourly
2062,Engineering,78588.46832,Yes,Hourly
2064,Engineering,87528.24317,No,Salaried
2065,Sales,67971.31922,No,Hourly
2068,Engineering,63652.14172,No,Hourly
