Marca temporal	Identidad de Género	Edad	Máximo nivel de formación	¿Qué carrera de grado estudiaste?	¿En qué tipo de universidad estudiaste tu carrera de grado?	País en el que trabajas	Provincia donde trabajas	Trabajo	Rubro de la empresa	¿Cuántos empleados tiene la empresa?	Origen del capital	¿Cuántas personas integran el área de RRHH?	¿En qué puesto trabajás?	Tipo de contratación	¿Cómo es tu jornada laboral?	¿Cuál es tu función principal en RRHH?	¿Cuántas personas tenés a cargo? (poné 0 si no tenés gente a cargo?)	¿Hace cuántos años trabajas en la empresa donde estás? (0 para menos de un año)	¿Hace cuántos años estás en tu puesto actual? (0 para menos de un año)	¿Cuántos años de experiencia tenés en RRHH?	¿Cuál es tu remuneración BRUTA MENSUAL en tu moneda local? (antes de impuestos y deducciones)	¿Qué beneficios tenés?	¿Recibís bonos?	¿Tuviste ajustes por inflación en 2021?	¿Cuál fue el porcentaje de aumento acumulado que tuviste en 2021?	Mes del último ajuste	¿Trabajás en proyectos independientes además de tu empleo?	¿Qué sistema de gestión de RRHH usan en tu empresa?	¿Cómo se llama el área en tu empresa?	¿Te exigieron saber un idioma extranjero (inglés, portugués, etc.) para entrar a trabajar en tu empresa?	¿Qué porcentaje del tiempo usas el idioma extranjero en tu puesto actual?	¿Qué tan satisfecho estás con tu empresa?	¿Estás buscando trabajo?	¿Qué beneficios te gustaría tener?	¿Cuál es la pregunta más bizarra que te han hecho/has hecho en una entrevista?	Definí a RRHH con una sola palabra	¿Te identificás como LGBTIQ+ (lesbiana, gay, bisexual, transexual, otra minoría sexual)?	En tu empresa puedes ser como realmente eres (por ej.: expresar abiertamente tu personalidad, tu identidad de género, orientación sexual, etc.).	¿Qué porcentaje aproximado del management de tu empresa son mujeres? (Entiéndase posiciones de Jefatura, de Gerencia, o de Dirección)	Es importante incorporar el lenguaje inclusivo en la organización.	¿Tenés alguna discapacidad?	¿En tu organización existe una línea segura o políticas definidas para actuar frente a situaciones de acoso o discriminación?	¿Sufriste alguna situación de acoso, abuso o de discriminación en algún trabajo?	¿Estás trabajando desde tu casa?	¿Cómo están planeando el regreso a las oficinas?	¿En qué mes está planificado el retorno de la mayoría de los empleados?	¿Cómo fue la decisión del esquema de teletrabajo a realizar?	Cantidad de días que se aplicará teletrabajo	Las nuevas contrataciones, ¿bajo qué modalidad ingresaron?	¿Qué tan satisfecho estás con la decisión de retornar a la oficina?	¿Cómo valorarías la gestión de tu empresa durante la pandemia del COVID?	¿Cómo estás registrado/a fiscalmente?	¿Hace cuántos años trabajás como freelance?	¿Dónde trabajás habitualmente? (sin considerar la coyuntura por COVID-19)	¿Exportás tus servicios?	Si exportás servicios, ¿a través de qué medios de pago recibís los pagos del exterior?	¿Aceptás pagos en cuotas?	¿Trabajás con otros freelancers de tu mismo rubro?	¿Tu servicio principal está relacionado con búsqueda y selección?	¿Te dedicás principalmente a realizar búsquedas de IT/Tecnología?	¿Trabajás a riesgo?	¿Cuál es el coeficiente que cobrás por tus servicios?	El coeficiente lo calculás sobre:	¿Ofrecés garantía?	¿Cuál es el servicio principal que brindas? (si brindás más de un servicio, elegí el que más ingresos genere)	¿Cuál es el valor hora promedio que ofrecés? (moneda local)
30/10/2021 13:13:09	Mujer cis	36 - 40	Maestría completa	Administración de Empresas	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Tecnologías de información	51 - 100	Nacional	1	Responsable	Indeterminado	Part time	Todas las anteriores	0	2	2	10	95000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Home office	No recibo bono	2 ajustes	33	Octubre	Si, en emprendimiento relacionado con RRHH	Enlatado propio	Capital Humano	No	0%	1	Sí, activamente	Horario flexible, para time	Si pensaba tener hijos	Pasión 	No	De acuerdo	50%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No	Si	Si	Mixto	No esta definido	De común acuerdo	3 días	Presencial	Algo satisfecho																
30/10/2021 13:23:01	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Entre Ríos	Relación de Dependencia	Comercio	251 - 500	Nacional	3	Gerente	Indeterminado	Full time	Generalista	2	4	4	8	283000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Frutas y snacks, Préstamos, Reintegros en capacitación	Un sueldo	2 ajustes	40	Noviembre	Si, en proyectos ad honorem	RH Pro	Recursos Humanos	No		3	Sí, activamente	Trabajo remoto	Me preguntó el dueño de una compañía: Por qué elegi ponerme la ropa que trai puesta en vez de otra. Lo interpelé consultando que fin tenia la pregunta. Me dijo que solo probaba mi predisposición para responder ya que a el le gustaba hacer muchas preguntas de todos los temas	estrategia	No	Totalmente de acuerdo	30%	En desacuerdo	No tengo ninguna discapacidad	No	No																							
30/10/2021 13:32:30	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de consultoría	1.001 - 2.500	Multinacional	30	Responsable	Indeterminado	Full time	Reclutamiento y selección	2	10	2	12	165000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Home office, Idiomas, Reintegro en electricidad, Reintegros en capacitación	No recibo bono	2 ajustes	48	Octubre	No	Hiring room	People	No	0%	3	No,  pero escucho ofertas	Bonos			No	Totalmente de acuerdo	30%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	No	Si	Mixto	Marzo 2022 en adelante	De la empresa	3 días	Teletrabajo	Algo insatisfecho	3															
30/10/2021 13:35:52	Mujer cis	25 - 30	Universitario en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Entre Ríos	Relación de Dependencia	Servicios financieros seguros	251 - 500	Nacional	3	Analista	Indeterminado	Full time	Reclutamiento y selección	0	7	1	1	87000	Medicina prepaga / Plan de salud, Abono de celular, Abono de internet, Descuentos en comercios y negocios del grupo	No recibo bono	No tuve ajustes	0	Diciembre	No	No tenemos sistema de gestión	Recursos Humanos	No	0%	5	No estoy buscando cambiar	Bonos		Personas	No	Totalmente de acuerdo	80%	En desacuerdo	No tengo ninguna discapacidad	Si	No																							
30/10/2021 13:50:45	Mujer cis	31 - 35	Universitario en curso	Comunicación 	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	101 - 250	Nacional	4	HRBP	Indeterminado	Full time	Capacitación y desarrollo	0	0	4	8	150000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Idiomas	No recibo bono	3 o más ajustes	30	Octubre	No	Twiins 	Recursos Humanos	Si	10%	2	Sí, activamente		Por qué no tenes hijos todavía?	Incomprendido 	No	Ni de acuerdo ni en desacuerdo	20%	Totalmente de acuerdo	No tengo ninguna discapacidad	No	Si	Voy rotando entre la oficina y el teletrabajo	Mixto	Noviembre 2021	De la empresa	2 días	Mixta	Algo insatisfecho	3															
30/10/2021 14:35:33	Mujer cis	36 - 40	Diplomado de posgrado completo	Psicología	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Función pública	251 - 500	Nacional	6	Analista	Indeterminado	Full time	Generalista	0	0	0	9	116430	No tengo beneficios adicionales	Menos de un sueldo	No tuve ajustes	22	Octubre	No	BAS LABORO	Recursos Humanos	No	0%	3	Sí, activamente	Horarios flexibles, dias de vacaciones adicionales, prepaga	Si tenia planeado tener hijos	Necesario	No	Ni de acuerdo ni en desacuerdo	20%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No	Si	Voy rotando entre la oficina y el teletrabajo	Presencial 100%	Enero 2022	No aplica	No aplica	Presencial	Algo insatisfecho	3															
30/10/2021 14:37:06	Mujer cis	25 - 30	Universitario en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios profesionales	51 - 100	Nacional	2	Analista	Indeterminado	Full time	Generalista	0	4	2	3	99000	Medicina prepaga / Plan de salud, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas	Un sueldo	3 o más ajustes	40	Septiembre	No	Tango	Recursos Humanos	No	0%	4	No,  pero escucho ofertas	Reintegro por gastos de Internet, vouchers de comida 	Tenés pensado quedar embarazada en los próximos dos años? De qué signo sos?	Adaptación	No	Ni de acuerdo ni en desacuerdo	50%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	Si	Voy rotando entre la oficina y el teletrabajo	Mixto	Noviembre 2021	De la empresa	2 días	Mixta	Algo satisfecho	5															
30/10/2021 15:07:16	Mujer cis	25 - 30	Universitario en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Otros	501 - 1.000	Nacional	10	Analista	Monotributista	Full time	Comunicación interna	0	5	2	3	90000	Vacaciones extendidas, Licencias extendidas, Idiomas	No recibo bono	2 ajustes	21	Septiembre	No	Meta4	Capital Humano	No	0%	3	Sí, activamente				No	De acuerdo	30%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No se	No	Voy rotando entre la oficina y el teletrabajo	Mixto	No esta definido	De la empresa	2 días	Mixta	Algo satisfecho	2															
30/10/2021 15:22:09	Hombre cis	31 - 35	Diplomado de posgrado completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Otros	101 - 250	Nacional	2	Responsable	Plazo Fijo	Full time	Generalista	1	0	0	11	180	Medicina prepaga / Plan de salud	No recibo bono	No tuve ajustes	0	Octubre	No	No tenemos sistema de gestión																																						
30/10/2021 15:38:01	Hombre cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Córdoba	Relación de Dependencia	Servicios de salud	1.001 - 2.500	Nacional	15	Administrativo	Indeterminado	Full time	Administración de personal	0	0	0	1	70.000	Medicina prepaga / Plan de salud	Menos de un sueldo	2 ajustes	20	Septiembre	Si, en emprendimiento relacionado con RRHH	Desarrollo interno sin nombre	Recursos Humanos	No	0%	5	No estoy buscando cambiar	Jornada mixta homeoffice-presencial	Como te llevas con mujeres?	Dialogo	No	Ni de acuerdo ni en desacuerdo	50%	De acuerdo	No tengo ninguna discapacidad	Si	No	No	Presencial 100%	No aplica	No aplica	No aplica	Presencial	No aplica / Prefiero no responder	5															
30/10/2021 16:06:37	Mujer cis	25 - 30	Terciario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Córdoba	Relación de Dependencia	Transporte (incluyendo aviación civil, ferrocarriles por carretera)	51 - 100	Multinacional	7	Analista	Monotributista	Full time	Reclutamiento y selección	1	1	1	3	69.000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office	No recibo bono	3 o más ajustes	70	Septiembre	Si, en emprendimiento relacionado con RRHH	No tenemos sistema de gestión	Recursos Humanos	No		5	No,  pero escucho ofertas	Comida paga	No recuerdo	Empatia	No	Totalmente de acuerdo	10%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Ya volvimos 100%	De común acuerdo	A elección de cada empleado	Presencial	Algo satisfecho	5															
30/10/2021 16:50:23	Mujer cis	25 - 30	Universitario completo	Ing. Gestión Empresarial	Universidad Pública	México		Relación de Dependencia	Otros	101 - 250	Nacional	6	HRBP	Plazo Fijo	Full time	Generalista	1	3	3	6	13000	No tengo beneficios adicionales	No recibo bono	1 solo	10	Febrero	Si, en emprendimiento no relacionado con RRHH	Enlatado propio	Recursos Humanos	No	0%	2	Sí, activamente	Alguno de los mencionados en la sección anterior.	Hasta el momento ninguna.	Transformación 	No	Totalmente de acuerdo	70%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	Si	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	No aplica / Prefiero no responder	2															
30/10/2021 17:42:09	Mujer cis	36 - 40	Diplomado de posgrado completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	251 - 500	Multinacional	6	Gerente	Indeterminado	Full time	Generalista	6	1	1	15	400000	Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Seguro de vida (adicionales a los de ley)	Tres sueldos o más	2 ajustes	47	Septiembre	Si, en emprendimiento relacionado con RRHH	Bamboo HR																																						
30/10/2021 19:40:25	Mujer cis	31 - 35	Universitario en curso	Psicología	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de consultoría	1.001 - 2.500	Nacional	10	Administrativo	Indeterminado	Full time	Administración de personal	0	0	0	6	71100	No tengo beneficios adicionales	Un sueldo	No tuve ajustes	0		No	Axton 																																						
30/10/2021 20:10:00	Mujer cis	41 - 45	Maestría completa	Psicología	Universidad Privada	Argentina	Mendoza	Relación de Dependencia	Servicios de consultoría	101 - 250	Multinacional	12	Jefe	Indeterminado	Full time	Generalista	5	2	2	16	300036	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Combustible, Comedor / Almuerzos, Frutas y snacks, Home office, Préstamos	Tres sueldos o más	3 o más ajustes	49	Octubre	No	Enlatado propio	Recursos Humanos	No	10%	5	No,  pero escucho ofertas	Pago de escuela, gimnasio		Estratégico	No	De acuerdo	40%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Ya volvimos 100%	De la empresa	2 días	Mixta	Algo satisfecho	5															
30/10/2021 21:05:18	Hombre cis	25 - 30	Universitario en curso	Psicología	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Construcción	51 - 100	Nacional	2	Analista	Indeterminado	Full time	Generalista	0	1	1	7	81900	Medicina prepaga / Plan de salud, Horarios flexibles	No recibo bono	2 ajustes	13	Septiembre	Si, en proyectos ad honorem	Tango	Recursos Humanos	No	20%	3	No,  pero escucho ofertas	Home Office y Beneficios corporativos.	Si tenía alguna orientación política/ideológica en particular.	Comunicación 	Prefiero no responder	Ni de acuerdo ni en desacuerdo	20%	Totalmente de acuerdo	No tengo ninguna discapacidad	No	No	No	Presencial 100%	Ya volvimos 100%	No aplica	No aplica	Presencial	Algo satisfecho	3															
11/11/2021 19:39:27	Hombre cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Servicios de consultoría	10.001 o más	Multinacional	1000	Analista	Indeterminado	Full time	People analytics	0	0	0	8	180000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Abono de internet, Home office, Posgrados	Dos sueldos	1 solo	25	Septiembre	Si, en emprendimiento relacionado con RRHH	Workday	Recursos Humanos	No	50%	5	No estoy buscando cambiar	Spotify	Si estaba contento con mi familia	Sesgada	No	Totalmente de acuerdo	60%	Totalmente en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	En evaluación	No esta definido	De la empresa	A elección de cada empleado	Teletrabajo	Algo insatisfecho	5															
31/10/2021 0:40:58	Hombre cis	18 - 25	Universitario en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	5.001 - 10.000	Multinacional	8	Consultor	Indeterminado	Full time	Compensaciones y beneficios	0	0	0	0	70000	Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Abono de internet, Frutas y snacks, Home office, Idiomas	Un sueldo	1 solo	10	Octubre	No	SAP / SuccessFactors																																						
31/10/2021 7:10:55	Hombre cis	25 - 30	Universitario completo	Psicología	Universidad Privada	Colombia		Relación de Dependencia	Servicios de salud	1.001 - 2.500	Nacional	20	Responsable	Indeterminado	Full time	Reclutamiento y selección	7	1	1	4	250000	No tengo beneficios adicionales	No recibo bono	1 solo	2	Enero	No	No tenemos sistema de gestión	Talento Humano	No	0%	4	No,  pero escucho ofertas	Trabajo remoto		Tradicional	No	De acuerdo	50%	De acuerdo	No tengo ninguna discapacidad	Si	No	No	Presencial 100%	Ya volvimos 100%	De la empresa	5 días	Presencial	Muy satisfecho	4															
31/10/2021 9:06:40	Mujer cis	31 - 35	Terciario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de correos y de telecomunicaciones	10.001 o más	Nacional	350	HRBP	Indeterminado	Full time	Generalista	0	10	4	10	160000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Home office, Seguro de vida (adicionales a los de ley)	Menos de un sueldo	3 o más ajustes	40	Noviembre	No	SAP / SuccessFactors	Capital Humano	No	0%	4	No,  pero escucho ofertas	Mejorar el bono			No	De acuerdo	30%	Totalmente en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	Enero 2022	De la empresa	3 días	Teletrabajo	Algo insatisfecho	5															
31/10/2021 9:39:01	Mujer cis	41 - 45	Terciario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Entre Ríos	Freelance																																												Monotributista	3	Casa	No	Transferencia a tu cuenta	No	Si	Si	Si	Si	30	Remuneración mensual del ingresante	3 meses		
31/10/2021 10:24:29	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	101 - 250	Multinacional	1	HRBP	Indeterminado	Full time	Generalista	0	2	2	14	204000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Posgrados, Seguro de vida (adicionales a los de ley), Reintegro en electricidad, Reintegros en capacitación	No recibo bono	2 ajustes	35	Junio	Si, en emprendimiento relacionado con RRHH	SAP / SuccessFactors	Recursos Humanos	Si	50%	5	No estoy buscando cambiar	Comida/ gimnasio 100% subsidiado	Con qué animal te identificas	Socio	No	Totalmente de acuerdo	30%	En desacuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	Marzo 2022 en adelante	De la empresa	A elección de cada empleado	Teletrabajo	Muy satisfecho	5															
31/10/2021 10:25:28	Mujer cis	18 - 25	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	251 - 500	Nacional	5	HRBP	Indeterminado	Full time	Generalista	0	0	0	5	105000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Frutas y snacks, Home office	No recibo bono	1 solo	35	Octubre	No	No tenemos sistema de gestión	Recursos Humanos	No	0%	5	No,  pero escucho ofertas	Internet, bono, saldo en Mercado pago,	NA	Apoyo 																														
31/10/2021 11:55:18	Mujer cis	25 - 30	Universitario en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Servicios de consultoría	2.501 - 5.000	Multinacional	3	Analista	Indeterminado	Full time	Payroll / Liquidación de sueldos	0	0	0	2	95	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley), Reintegro en electricidad, Reintegros en capacitación	Un sueldo	3 o más ajustes	45	Octubre	No	SAP / SuccessFactors	Recursos Humanos	Si	10%	5	No,  pero escucho ofertas	Streaming- spotify	Ninguna 	Equipo 	No	Totalmente de acuerdo	50%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	Marzo 2022 en adelante	De común acuerdo	2 días	Teletrabajo	Muy instatisfecho	5															
31/10/2021 12:23:36	Mujer	25 - 30	Diplomado de posgrado completo	Psicología	Universidad Pública	Perú		Freelance																																												Contractor	1	Casa	Si	Payoneer	No	Si	Si	Si	No	1900	Remuneración mensual del ingresante	No ofrezco garantía		
31/10/2021 13:40:08	Mujer cis	36 - 40	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Tucumán	Relación de Dependencia	Alimentación, bebidas	101 - 250	Nacional	3	Analista	Indeterminado	Full time	Payroll / Liquidación de sueldos	0	19	5	10	142000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Licencias extendidas, Comedor / Almuerzos, Reintegros en capacitación	No recibo bono	3 o más ajustes	55	Octubre	No	Softland	Recursos Humanos	No	10%	4	No,  pero escucho ofertas	Horario flexible	Ninguna 	Gestion	No	Ni de acuerdo ni en desacuerdo	10%	Totalmente en desacuerdo	No tengo ninguna discapacidad	Si	Si	No	Presencial 100%	Ya volvimos 100%	De la empresa	5 días	Presencial	Algo satisfecho	5															
31/10/2021 17:59:02	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de salud	51 - 100	Nacional	1	Responsable	Indeterminado	Full time	Generalista	0	2	2	11	105000	Abono de celular, Frutas y snacks, Dia de cumpleaños libre	No recibo bono	3 o más ajustes	42	Septiembre	No	No tenemos sistema de gestión	Recursos Humanos	No	0%	4	No estoy buscando cambiar	Extensión de vacaciones y licencias, horario flex, pago de postgrado, home office fuera de la pandemia 	Me han preguntado que haría si viera a 2 colaboradores besándose en la puerta del trabajo. No fue pregunta  pero me han dicho que no estaba permitido usar aros, ni siquiera los comunes que nos hacen cuando nacemos...era para un puesto administrativo en oficina.	Gestion	Si	De acuerdo	40%	En desacuerdo	No tengo ninguna discapacidad	No	Si	Voy rotando entre la oficina y el teletrabajo	Presencial 100%	Enero 2022	De la empresa	1 día	Mixta	Muy satisfecho	4															
31/10/2021 18:53:47	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de consultoría	51 - 100	Nacional	2	Gerente	Indeterminado	Full time	Todas las anteriores	1	0	0	8	165000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Días libres, descuento en inglés 	No recibo bono	2 ajustes	35	Octubre	No	No tenemos sistema de gestión	Recursos Humanos	No	0%	4	No estoy buscando cambiar	Gimnasio , viajes 			No	Totalmente de acuerdo	50%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	No	Si	Mixto	No esta definido	De común acuerdo	3 días	Teletrabajo	No aplica / Prefiero no responder	4															
31/10/2021 19:18:28	Hombre cis	31 - 35	Diplomado de posgrado completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Transporte (incluyendo aviación civil, ferrocarriles por carretera)	251 - 500	Nacional	10	Analista	Plazo Fijo	Full time	Payroll / Liquidación de sueldos	0	7	7	7	195000	Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos, Posgrados, Reintegros en capacitación	No recibo bono	No tuve ajustes	40	Octubre	Si, en proyectos ad honorem	Tango	Recursos Humanos	No		3	Sí, activamente	Home office		Empatía	No	De acuerdo	20%	De acuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	Presencial 100%	Febrero 2022	No aplica	3 días	Mixta	Muy instatisfecho	3															
31/10/2021 19:19:10	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Agricultura, plantaciones, otros sectores rurales	251 - 500	Nacional	6	Analista	Indeterminado	Full time	Payroll / Liquidación de sueldos	0	0	0	3	130000	Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos, Frutas y snacks, Préstamos, Reintegros en capacitación	Un sueldo	2 ajustes	35	Octubre	No	SAP / SuccessFactors	Recursos Humanos	No	0%	5	No,  pero escucho ofertas	Charter 	Por qué no convivía con mi novio	Empatía 	No	Ni de acuerdo ni en desacuerdo	10%	Totalmente en desacuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	En evaluación	Ya volvimos 100%	De la empresa	1 día	Mixta	Algo insatisfecho	5															
31/10/2021 20:30:09	Hombre cis	25 - 30	Universitario completo	Psicología	Universidad Pública	Argentina	Tucumán	Relación de Dependencia	Alimentación, bebidas	1.001 - 2.500	Nacional	20	Analista	Indeterminado	Full time	Reclutamiento y selección	0	2	2	2	97500	Comedor / Almuerzos, Reintegros en capacitación	Un sueldo	2 ajustes	65	Agosto	No	BAS Laboro	Recursos Humanos	No	0%	4	No,  pero escucho ofertas	Combustible, vacaciones extendidas y horarios flexibles	Ninguna fuera de lo normal	Gestión	No	Ni de acuerdo ni en desacuerdo	10%	En desacuerdo	No tengo ninguna discapacidad	Si	No	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	Muy satisfecho	3															
31/10/2021 20:50:26	Prefiero no responder	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Costa Rica		Relación de Dependencia	Transporte marítimo, puertos	1 - 50	Multinacional	4	HRBP	Plazo Fijo	Full time	Generalista	0	0	0	8	1450000	Medicina prepaga / Plan de salud, Frutas y snacks	Menos de un sueldo	No tuve ajustes	0	Enero	No	Enlatado propio	Recursos Humanos	Si	10%	3	Sí, activamente	Home Office		Oportunidad 	Si	Ni de acuerdo ni en desacuerdo	20%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	Presencial 100%	Enero 2022	De la empresa	No aplica	Teletrabajo	Algo satisfecho	4															
31/10/2021 20:51:53	Hombre cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Terminales automotrices, fábricas autopartistas, y afines	5.001 - 10.000	Multinacional	90	Analista	Indeterminado	Full time	Relaciones laborales	0	0	0	6	183000	Medicina prepaga / Plan de salud, Abono de celular, Charter / Servicio de transporte, Comedor / Almuerzos, Seguro de vida (adicionales a los de ley)	Un sueldo	3 o más ajustes	30	Agosto	No	Workday	Recursos Humanos	Si	10%	3	No,  pero escucho ofertas	Días de home	Si tuve COVID 	Desarrollo																														
31/10/2021 21:39:49	Mujer cis	36 - 40	Universitario completo	Administración de Empresas	Universidad Pública	Costa Rica		Relación de Dependencia	Comercio	101 - 250	Nacional	1	Jefe	Plazo Fijo	Full time	Generalista	120	5	5	5	525000	Préstamos	No recibo bono	1 solo	2	Enero	No	No tenemos sistema de gestión	Recursos Humanos	No		5	No,  pero escucho ofertas	Capacitación, formación profesional, flexibilidad de horarios 		Gestión 	Prefiero no responder	De acuerdo	20%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	Si	No	Presencial 100%	No aplica	No aplica	No aplica	Presencial	No aplica / Prefiero no responder	5															
31/10/2021 21:41:17	Mujer cis	25 - 30	Diplomado de posgrado en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Tecnologías de información	51 - 100	Multinacional	4	Analista	Indeterminado	Full time	People Experience	0	2	0	1	150000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office	No recibo bono	1 solo	25	Julio	No	No tenemos sistema de gestión	People	Si	60%	5	No estoy buscando cambiar																																	
