id_viaje_r,id_taxista_r,fecha_inicio,fecha_fin,duracion,origen_viaje_x,origen_viaje_y,destino_viaje_x,destino_viaje_y,cantidad_pasajeros
8440,166,2017-07-02 07:02:40.000,2017-07-02 07:16:49.000,849,-58.3717,-34.615833,-58.4091432,-34.6367746,1
8441,474,2017-07-02 07:38:37.000,2017-07-02 07:49:29.000,652,-58.4278471,-34.6024634,-58.40259778,-34.59597975,1
8442,776,2017-07-02 08:53:44.000,2017-07-02 09:01:14.000,450,-58.4015725,-34.6110554,-58.3876899,-34.6077472,2
8443,856,2017-07-02 09:09:00.000,2017-07-02 09:17:41.000,521,-58.452998,-34.5996955,-58.4293482,-34.5988513,1
8444,150,2017-07-02 09:25:44.000,2017-07-02 10:00:39.000,2095,-58.419731,-34.64568,-58.4677255,-34.5487597,1
8445,166,2017-07-02 09:45:34.000,2017-07-02 09:54:53.000,559,-58.4452827,-34.5988053,-58.426075,-34.6057025,1
8446,615,2017-07-02 10:32:44.000,2017-07-02 10:49:41.000,1017,-58.440423,-34.563615,-58.4716931,-34.5924755,3
8447,468,2017-07-02 10:49:52.000,2017-07-02 11:01:37.000,705,-58.419304,-34.58419,-58.4377319,-34.5669453,1
8448,968,2017-07-02 11:25:45.000,2017-07-02 11:43:53.000,1088,-58.450716,-34.629225,-58.4364196,-34.6018589,1
8449,295,2017-07-02 11:24:35.000,2017-07-02 11:29:35.000,300,-58.4238676,-34.632923,-58.4360928,-34.6399138,3
8450,615,2017-07-02 11:30:15.000,2017-07-02 11:35:37.000,322,-58.397132,-34.639323,-58.3987682,-34.6277237,1
8451,139,2017-07-02 11:37:21.000,2017-07-02 11:43:46.000,385,-58.453784,-34.574063,-58.4451028,-34.570352,1
8452,404,2017-07-02 11:44:43.000,2017-07-02 11:57:35.000,772,-58.497547,-34.619144,-58.4931985,-34.5990617,2
8453,1096,2017-07-02 11:56:58.000,2017-07-02 12:07:13.000,615,-58.433497,-34.576533,-58.4295542,-34.5883645,2
8454,547,2017-07-02 12:21:25.000,2017-07-02 12:52:12.000,1847,-58.37721,-34.620454,-58.4863634,-34.5565594,1
8455,923,2017-07-02 12:37:37.000,2017-07-02 12:46:33.000,536,-58.386198,-34.612095,-58.3593717,-34.6242083,1
8456,937,2017-07-02 12:37:56.000,2017-07-02 12:59:23.000,1287,-58.399944,-34.600008,-58.4164939,-34.6492733,3
8457,770,2017-07-02 12:55:17.000,2017-07-02 13:08:35.000,798,-58.416271,-34.62453,-58.4046917,-34.6032833,2
8458,501,2017-07-02 12:54:12.000,2017-07-02 13:21:57.000,1665,-58.484038,-34.579066,-58.4755211,-34.6440262,1
8459,327,2017-07-02 13:05:47.000,2017-07-02 13:13:05.000,438,-58.4001556,-34.6266947,-58.4017059,-34.6100301,3
8460,113,2017-07-02 13:22:33.000,2017-07-02 13:27:51.000,318,-58.43694,-34.634948,-58.4297858,-34.6444073,1
8461,998,2017-07-02 13:26:05.000,2017-07-02 13:57:59.000,1914,-58.4355167,-34.6190534,-58.470416,-34.5529691,2
8462,746,2017-07-02 13:28:45.000,2017-07-02 13:52:32.000,1427,-58.4807863,-34.6372053,-58.4800422,-34.584158,2
8463,501,2017-07-02 13:36:21.000,2017-07-02 13:50:17.000,836,-58.498796,-34.619255,-58.5077436,-34.5897135,2
8464,741,2017-07-02 13:48:17.000,2017-07-02 14:00:32.000,735,-58.480471,-34.601,-58.4447232,-34.6070105,2
8465,908,2017-07-02 13:56:56.000,2017-07-02 14:11:28.000,872,-58.437388,-34.577148,-58.4816986,-34.5716332,4
8466,419,2017-07-02 14:06:01.000,2017-07-02 14:13:03.000,422,-58.488245,-34.599477,-58.4823333,-34.6104233,1
8467,998,2017-07-02 14:05:06.000,2017-07-02 14:28:23.000,1397,-58.4591974,-34.5533806,-58.5521722,-34.5181497,4
8468,113,2017-07-02 14:08:29.000,2017-07-02 14:30:44.000,1335,-58.3985,-34.595201,-58.4597067,-34.573837,1
8469,977,2017-07-02 14:15:50.000,2017-07-02 14:31:13.000,923,-58.435393,-34.58026,-58.4026522,-34.5908111,1
8470,857,2017-07-02 15:07:14.000,2017-07-02 15:25:06.000,1072,-58.467,-34.620716,-58.4942924,-34.5883039,1
8471,908,2017-07-02 15:19:17.000,2017-07-02 15:38:07.000,1130,-58.441823,-34.58488,-58.4826785,-34.6110515,1
8472,113,2017-07-02 15:21:19.000,2017-07-02 15:36:33.000,914,-58.39516,-34.605331,-58.430702,-34.589064,2
8473,977,2017-07-02 15:23:22.000,2017-07-02 15:26:27.000,185,-58.4016653,-34.5872979,-58.3966835,-34.5893487,1
8474,571,2017-07-02 15:42:16.000,2017-07-02 15:53:06.000,650,-58.459367,-34.55193,-58.4844467,-34.5439683,2
8475,752,2017-07-02 15:50:47.000,2017-07-02 16:15:33.000,1486,-58.396239,-34.611212,-58.4142141,-34.5552673,1
8476,501,2017-07-02 15:59:03.000,2017-07-02 16:09:33.000,630,-58.456578,-34.567455,-58.4366777,-34.5688967,3
8477,836,2017-07-02 16:36:40.000,2017-07-02 17:12:05.000,2125,-58.444888,-34.569953,-58.4289795,-34.6536679,1
8478,470,2017-07-02 17:16:03.000,2017-07-02 17:30:41.000,878,-58.479664,-34.615857,-58.5251224,-34.6247091,1
8479,908,2017-07-02 17:15:05.000,2017-07-02 17:29:44.000,879,-58.481212,-34.631433,-58.4283754,-34.6102803,3
8480,1059,2017-07-02 17:26:39.000,2017-07-02 17:42:34.000,955,-58.406464,-34.628142,-58.4446596,-34.6607444,1
8481,594,2017-07-02 17:32:01.000,2017-07-02 18:01:45.000,1784,-58.486468,-34.556526,-58.486407,-34.5564739,1
8482,260,2017-07-02 17:37:24.000,2017-07-02 17:58:32.000,1268,-58.434012,-34.620408,-58.441504,-34.57634,1
8483,817,2017-07-02 17:50:23.000,2017-07-02 17:55:03.000,280,-58.373603,-34.618537,-58.3839048,-34.6176432,1
8484,58,2017-07-02 18:06:56.000,2017-07-02 18:23:09.000,973,-58.446635,-34.616612,-58.4283171,-34.5911709,1
8485,260,2017-07-02 18:13:54.000,2017-07-02 18:28:10.000,856,-58.462118,-34.605294,-58.4344501,-34.6211458,1
8486,697,2017-07-02 18:15:46.000,2017-07-02 18:30:35.000,889,-58.429746,-34.644446,-58.43348798,-34.62962247,1
8487,894,2017-07-02 18:12:42.000,2017-07-02 18:17:11.000,269,-58.421864,-34.595294,-58.4092589,-34.5957816,1
8488,1059,2017-07-02 18:16:15.000,2017-07-02 18:40:12.000,1437,-58.452924,-34.629821,-58.4914248,-34.5575706,2
8489,883,2017-07-02 18:33:27.000,2017-07-02 18:54:10.000,1243,-58.4854927,-34.5696845,-58.4362499,-34.5912557,1
8490,815,2017-07-02 18:44:35.000,2017-07-02 18:53:08.000,513,-58.451151,-34.605527,-58.4245488,-34.6077125,1
8491,256,2017-07-02 18:46:55.000,2017-07-02 19:13:42.000,1607,-58.417578,-34.613904,-58.4445636,-34.5618835,2
8492,660,2017-07-02 18:57:22.000,2017-07-02 19:26:02.000,1720,-58.475534,-34.643944,-58.4839482,-34.5790147,1
8493,1059,2017-07-02 18:59:16.000,2017-07-02 19:21:43.000,1347,-58.492522,-34.563338,-58.3875469,-34.6179389,2
8494,10,2017-07-02 19:14:12.000,2017-07-02 19:48:09.000,2037,-58.467691,-34.548749,-58.419731,-34.64568,1
8495,748,2017-07-02 19:25:00.000,2017-07-02 19:45:29.000,1229,-58.4679172,-34.626388,-58.4082633,-34.6308633,2
8496,198,2017-07-02 19:29:59.000,2017-07-02 19:48:17.000,1098,-58.4843552,-34.5769961,-58.4866161,-34.5710706,1
8497,697,2017-07-02 19:50:17.000,2017-07-02 20:01:03.000,646,-58.411213,-34.585093,-58.41900021,-34.60211118,1
8498,369,2017-07-02 19:54:31.000,2017-07-02 20:04:21.000,590,-58.460649,-34.62113,-58.438103,-34.6216067,3
8499,894,2017-07-02 20:06:25.000,2017-07-02 20:16:52.000,627,-58.484488,-34.543804,-58.4594044,-34.5518926,2
8500,1024,2017-07-02 20:06:18.000,2017-07-02 20:23:56.000,1058,-58.3752221,-34.6340189,-58.412735,-34.610575,1
8501,671,2017-07-02 20:16:09.000,2017-07-02 20:44:05.000,1676,-58.5079404,-34.6108796,-58.4327358,-34.5666542,1
8502,1106,2017-07-02 20:43:06.000,2017-07-02 21:05:38.000,1352,-58.381506,-34.619473,-58.5715817,-34.6873733,1
8503,847,2017-07-02 20:52:30.000,2017-07-02 21:03:44.000,674,-58.437522,-34.566709,-58.4184767,-34.5834925,1
8504,878,2017-07-02 20:52:51.000,2017-07-02 21:06:02.000,791,-58.446261,-34.616045,-58.4796251,-34.6284627,1
8505,198,2017-07-02 20:59:40.000,2017-07-02 21:04:43.000,303,-58.453398,-34.569313,-58.4432584,-34.5639947,1
8506,697,2017-07-02 21:02:24.000,2017-07-02 21:17:02.000,878,-58.463705,-34.541124,-58.4047322,-34.58479611,1
8507,1095,2017-07-02 21:12:54.000,2017-07-02 21:27:26.000,872,-58.427304,-34.617412,-58.4664246,-34.6211609,2
8508,446,2017-07-02 21:23:29.000,2017-07-02 21:46:47.000,1398,-58.432504,-34.579199,-58.4028284,-34.6239055,2
8509,833,2017-07-02 21:23:12.000,2017-07-02 21:32:31.000,559,-58.424616,-34.606047,-58.4510648,-34.6054867,2
8510,531,2017-07-02 21:46:49.000,2017-07-02 21:56:08.000,559,-58.488764,-34.561541,-58.4933,-34.5682771,2
8511,856,2017-07-02 21:43:28.000,2017-07-02 22:06:20.000,1372,-58.4375712,-34.5783672,-58.3953235,-34.6033145,2
8512,1014,2017-07-02 21:54:18.000,2017-07-02 22:05:29.000,671,-58.467435,-34.634327,-58.42303996,-34.62488345,1
8513,949,2017-07-02 22:01:05.000,2017-07-02 22:07:35.000,390,-58.457154,-34.62989,-58.46072759,-34.6188445,1
8514,327,2017-07-02 22:12:24.000,2017-07-02 22:22:10.000,586,-58.423353,-34.581855,-58.4431745,-34.5730361,1
8515,1024,2017-07-02 22:49:09.000,2017-07-02 23:02:09.000,780,-58.4069814,-34.6015291,-58.413445,-34.62324,3
8516,204,2017-07-02 23:01:25.000,2017-07-02 23:29:31.000,1686,-58.443477,-34.561126,-58.4175179,-34.6139293,2
8517,686,2017-07-02 23:01:34.000,2017-07-02 23:14:26.000,772,-58.426105,-34.636087,-58.4388421,-34.6177004,3
8518,8,2017-07-02 23:12:55.000,2017-07-02 23:46:41.000,2026,-58.447591,-34.574954,-58.3667135,-34.6252943,1
8519,923,2017-07-02 23:12:08.000,2017-07-02 23:35:00.000,1372,-58.4078954,-34.6309486,-58.4680767,-34.6264967,2
8520,495,2017-07-02 23:18:53.000,2017-07-02 23:32:21.000,808,-58.418989,-34.591604,-58.4162472,-34.6136132,2
8521,516,2017-07-02 23:14:46.000,2017-07-02 23:30:19.000,933,-58.417257,-34.607049,-58.41473773,-34.64135617,1
8522,686,2017-07-02 23:20:45.000,2017-07-02 23:36:55.000,970,-58.443591,-34.6041,-58.4385398,-34.5735155,1
8523,931,2017-07-02 23:43:13.000,2017-07-03 00:07:57.000,1484,-58.458732,-34.606221,-58.4004605,-34.5930359,1
8524,878,2017-07-03 00:05:30.000,2017-07-03 00:22:12.000,1002,-58.4274458,-34.5837529,-58.385694,-34.5955607,1
8525,163,2017-07-03 00:12:26.000,2017-07-03 00:25:13.000,767,-58.469299,-34.574775,-58.4411582,-34.5719804,1
8526,447,2017-07-03 00:27:23.000,2017-07-03 00:41:10.000,827,-58.37679,-34.592234,-58.4367284,-34.5767026,3
8527,105,2017-07-03 00:39:44.000,2017-07-03 00:57:12.000,1048,-58.410275,-34.587645,-58.3918354,-34.6139045,4
8528,594,2017-07-03 00:45:08.000,2017-07-03 00:52:20.000,432,-58.481963,-34.549541,-58.4660439,-34.5619483,2
8529,1059,2017-07-03 00:54:21.000,2017-07-03 01:00:19.000,358,-58.467006,-34.62866,-58.4757465,-34.618489,2
8530,418,2017-07-03 01:30:53.000,2017-07-03 01:44:54.000,841,-58.4790689,-34.5755008,-58.4463149,-34.5693511,2
8531,541,2017-07-03 01:52:53.000,2017-07-03 02:16:10.000,1397,-58.392566,-34.594842,-58.4435881,-34.6117539,1
8532,541,2017-07-03 02:12:58.000,2017-07-03 02:18:39.000,341,-58.4357619,-34.6170214,-58.4445692,-34.6158711,1
8533,664,2017-07-03 02:34:07.000,2017-07-03 03:13:24.000,2357,-58.439344,-34.634262,-58.5394808,-34.812337,1
8534,1014,2017-07-03 03:13:05.000,2017-07-03 03:35:55.000,1370,-58.386763,-34.595798,-58.44817688,-34.62494111,1
8535,1014,2017-07-03 04:26:02.000,2017-07-03 04:37:41.000,699,-58.3869232,-34.6279115,-58.36634865,-34.6282689,1
8536,87,2017-07-03 05:12:38.000,2017-07-03 05:26:45.000,847,-58.419275,-34.623271,-58.3804714,-34.6111071,1
8537,664,2017-07-03 05:55:54.000,2017-07-03 06:17:20.000,1286,-58.437902,-34.583904,-58.4137579,-34.5571719,1
8538,864,2017-07-03 06:03:14.000,2017-07-03 06:23:19.000,1205,-58.477686,-34.5464226,-58.3826967,-34.596945,1
8539,142,2017-07-03 06:49:05.000,2017-07-03 06:58:24.000,559,-58.4452827,-34.5988053,-58.4262007,-34.6059468,1
8540,1112,2017-07-03 06:55:03.000,2017-07-03 07:07:09.000,726,-58.507602,-34.593211,-58.4844674,-34.6078142,1
8541,205,2017-07-03 06:59:24.000,2017-07-03 07:09:44.000,620,-58.426055,-34.60522,-58.42691147,-34.6267602,2
8542,798,2017-07-03 06:59:49.000,2017-07-03 07:10:20.000,631,-58.433765,-34.567942,-58.45298379,-34.55050695,2
8543,1045,2017-07-03 07:08:11.000,2017-07-03 07:28:58.000,1247,-58.49981,-34.586045,-58.441657,-34.6072732,2
8544,571,2017-07-03 07:06:28.000,2017-07-03 07:12:49.000,381,-58.471463,-34.5681,-58.45796,-34.5623633,1
8545,966,2017-07-03 07:21:57.000,2017-07-03 07:31:31.000,574,-58.400884,-34.620482,-58.3957524,-34.631333,3
8546,1080,2017-07-03 07:12:48.000,2017-07-03 07:26:22.000,814,-58.385801,-34.619551,-58.3710567,-34.5992117,3
8547,235,2017-07-03 07:29:24.000,2017-07-03 07:50:20.000,1256,-58.459409,-34.607548,-58.4891899,-34.6561117,1
8548,294,2017-07-03 07:25:51.000,2017-07-03 07:56:40.000,1849,-58.461376,-34.62565,-58.4390256,-34.5452829,1
8549,847,2017-07-03 07:31:28.000,2017-07-03 07:55:44.000,1456,-58.452801,-34.55987,-58.374091,-34.6002075,1
8550,424,2017-07-03 07:27:52.000,2017-07-03 07:43:13.000,921,-58.467377,-34.553627,-58.5202286,-34.5081069,1
8551,1071,2017-07-03 07:42:21.000,2017-07-03 07:58:49.000,988,-58.523705,-34.605745,-58.4736192,-34.5612993,2
8552,1124,2017-07-03 07:46:53.000,2017-07-03 08:05:23.000,1110,-58.3596355,-34.6132347,-58.40438746,-34.58012394,1
8553,615,2017-07-03 07:57:38.000,2017-07-03 08:04:48.000,430,-58.488613,-34.599696,-58.4718411,-34.587851,2
8554,426,2017-07-03 07:50:35.000,2017-07-03 08:08:52.000,1097,-58.470985,-34.671487,-58.4673957,-34.614316,1
8555,741,2017-07-03 08:12:54.000,2017-07-03 08:30:43.000,1069,-58.4440699,-34.5500868,-58.3832619,-34.6014692,1
8556,1077,2017-07-03 07:58:53.000,2017-07-03 08:07:09.000,496,-58.4524628,-34.6395511,-58.4602354,-34.6250877,3
8557,168,2017-07-03 08:00:39.000,2017-07-03 08:15:56.000,917,-58.46186,-34.544547,-58.457811,-34.5523511,2
8558,313,2017-07-03 08:06:13.000,2017-07-03 08:14:15.000,482,-58.466977,-34.562667,-58.4594799,-34.5790285,2
8559,823,2017-07-03 08:09:16.000,2017-07-03 08:32:01.000,1365,-58.443364,-34.625616,-58.3718633,-34.6101467,2
8560,280,2017-07-03 08:14:43.000,2017-07-03 08:24:12.000,569,-58.37007,-34.644507,-58.3768301,-34.6265758,2
8561,86,2017-07-03 08:19:34.000,2017-07-03 08:43:33.000,1439,-58.483468,-34.57946,-58.4885879,-34.6317386,1
8562,1033,2017-07-03 08:26:42.000,2017-07-03 08:42:44.000,962,-58.496716,-34.592991,-58.4707285,-34.5649954,2
8563,142,2017-07-03 08:29:45.000,2017-07-03 08:43:30.000,825,-58.406903,-34.61277,-58.3728594,-34.603253,1
8564,647,2017-07-03 08:38:12.000,2017-07-03 09:03:36.000,1524,-58.393137,-34.616455,-58.4546062,-34.5526978,1
8565,75,2017-07-03 08:48:25.000,2017-07-03 09:02:49.000,864,-58.440995,-34.594114,-58.4018169,-34.6086193,1
8566,571,2017-07-03 08:50:38.000,2017-07-03 08:57:11.000,393,-58.4128217,-34.5782279,-58.4254717,-34.5751367,1
8567,248,2017-07-03 08:50:56.000,2017-07-03 09:20:21.000,1765,-58.396244,-34.604436,-58.5281643,-34.642904,4
8568,1037,2017-07-03 09:11:10.000,2017-07-03 09:19:42.000,512,-58.473094,-34.5736,-58.4550509,-34.5868496,1
8569,894,2017-07-03 09:24:34.000,2017-07-03 09:47:07.000,1353,-58.422801,-34.644658,-58.3960161,-34.5958536,1
8570,920,2017-07-03 09:22:33.000,2017-07-03 09:28:20.000,347,-58.498786,-34.565268,-58.4732505,-34.5621308,1
8571,150,2017-07-03 09:25:43.000,2017-07-03 09:37:03.000,680,-58.4852277,-34.5993239,-58.5168065,-34.592625,1
8572,424,2017-07-03 09:32:39.000,2017-07-03 09:40:57.000,498,-58.477364,-34.558437,-58.4950632,-34.5569086,3
8573,1033,2017-07-03 09:41:18.000,2017-07-03 10:04:22.000,1384,-58.495053,-34.605647,-58.4552288,-34.5486456,1
8574,1104,2017-07-03 09:44:16.000,2017-07-03 09:51:45.000,449,-58.438758,-34.585314,-58.4308994,-34.5879516,1
8575,325,2017-07-03 10:00:46.000,2017-07-03 10:19:56.000,1150,-58.452281,-34.640559,-58.4246992,-34.6073427,2
8576,205,2017-07-03 10:02:34.000,2017-07-03 10:08:59.000,385,-58.483237,-34.579732,-58.50086241,-34.58571681,1
8577,293,2017-07-03 10:05:04.000,2017-07-03 10:26:47.000,1303,-58.440554,-34.629886,-58.3676467,-34.599595,1
8578,798,2017-07-03 10:06:05.000,2017-07-03 10:12:31.000,386,-58.459367,-34.55193,-58.44786021,-34.55667003,2
8579,680,2017-07-03 10:36:41.000,2017-07-03 10:57:25.000,1244,-58.4884,-34.65279,-58.3661202,-34.61419,1
8580,908,2017-07-03 10:48:15.000,2017-07-03 11:00:58.000,763,-58.462582,-34.625187,-58.4319413,-34.6190451,1
8581,1045,2017-07-03 11:15:27.000,2017-07-03 11:57:48.000,2541,-58.385882,-34.620366,-58.3858453,-34.6203093,2
8582,413,2017-07-03 11:22:35.000,2017-07-03 11:31:52.000,557,-58.385082,-34.622265,-58.36053736,-34.63297744,1
8583,220,2017-07-03 11:48:46.000,2017-07-03 11:53:54.000,308,-58.4866973,-34.621259,-58.47604554,-34.61361921,2
8584,454,2017-07-03 11:46:08.000,2017-07-03 12:17:35.000,1887,-58.387162,-34.621473,-58.4802434,-34.5895655,1
8585,706,2017-07-03 11:54:35.000,2017-07-03 12:09:16.000,881,-58.416484,-34.612797,-58.386647,-34.602773,1
8586,729,2017-07-03 12:37:44.000,2017-07-03 13:06:08.000,1704,-58.4662669,-34.6327676,-58.4436218,-34.5705508,2
8587,384,2017-07-03 12:43:51.000,2017-07-03 12:50:53.000,422,-58.491667,-34.563563,-58.478196,-34.5693975,2
8588,289,2017-07-03 12:51:27.000,2017-07-03 13:09:52.000,1105,-58.399587,-34.637145,-58.3919253,-34.5919534,1
8589,372,2017-07-03 12:54:04.000,2017-07-03 12:58:06.000,242,-58.3820636,-34.608493,-58.3861552,-34.6087973,2
8590,298,2017-07-03 13:21:36.000,2017-07-03 13:28:42.000,426,-58.475413,-34.56796,-58.49496344,-34.55692355,2
8591,729,2017-07-03 13:32:23.000,2017-07-03 13:41:14.000,531,-58.448672,-34.570759,-58.4492857,-34.5546734,1
8592,1037,2017-07-03 13:41:42.000,2017-07-03 13:46:14.000,272,-58.428411,-34.613141,-58.4335185,-34.6050941,2
8593,413,2017-07-03 13:38:10.000,2017-07-03 13:54:28.000,978,-58.440054,-34.6291651,-58.41004875,-34.60335448,1
8594,773,2017-07-03 14:05:11.000,2017-07-03 14:19:54.000,883,-58.444336,-34.63172,-58.4546928,-34.6044269,1
8595,666,2017-07-03 14:15:34.000,2017-07-03 14:33:47.000,1093,-58.423552,-34.633586,-58.4408433,-34.6034109,2
8596,1017,2017-07-03 14:20:28.000,2017-07-03 14:32:12.000,704,-58.431089,-34.579658,-58.4294403,-34.5963353,3
8597,268,2017-07-03 14:16:19.000,2017-07-03 14:36:31.000,1212,-58.431218,-34.608652,-58.4930554,-34.6066358,1
8598,1115,2017-07-03 14:27:44.000,2017-07-03 14:40:09.000,745,-58.449676,-34.626365,-58.45237928,-34.60320662,1
8599,1041,2017-07-03 14:30:53.000,2017-07-03 14:43:16.000,743,-58.444489,-34.558651,-58.4446005,-34.5583981,1
8600,280,2017-07-03 14:20:52.000,2017-07-03 14:34:50.000,838,-58.3757446,-34.6111111,-58.4091264,-34.6369141,1
8601,967,2017-07-03 14:53:50.000,2017-07-03 15:02:49.000,539,-58.460526,-34.559355,-58.4352045,-34.5749384,1
8602,1016,2017-07-03 14:58:46.000,2017-07-03 15:28:41.000,1795,-58.371597,-34.60426,-58.5711191,-34.636652,1
8603,396,2017-07-03 15:09:42.000,2017-07-03 15:24:59.000,917,-58.390461,-34.587856,-58.4131739,-34.5891594,1
8604,313,2017-07-03 15:09:18.000,2017-07-03 15:16:47.000,449,-58.440116,-34.555718,-58.4529051,-34.5630774,1
8605,1033,2017-07-03 15:13:06.000,2017-07-03 15:27:15.000,849,-58.5023571,-34.6214623,-58.5217196,-34.6506155,1
8606,442,2017-07-03 15:26:04.000,2017-07-03 15:47:24.000,1280,-58.404173,-34.578144,-58.35965019,-34.61312671,1
8607,858,2017-07-03 15:32:09.000,2017-07-03 15:45:22.000,793,-58.452204,-34.603393,-58.4494029,-34.6261558,1
8608,912,2017-07-03 15:28:42.000,2017-07-03 15:38:35.000,593,-58.421964,-34.586342,-58.4007834,-34.5979919,1
8609,971,2017-07-03 15:41:30.000,2017-07-03 15:52:12.000,642,-58.438414,-34.606837,-58.4488841,-34.5862167,1
8610,1033,2017-07-03 15:37:46.000,2017-07-03 15:47:50.000,604,-58.5216894,-34.6506311,-58.5409091,-34.6396327,1
8611,484,2017-07-03 15:46:16.000,2017-07-03 16:02:21.000,965,-58.4663338,-34.6555424,-58.436253,-34.6193862,1
8612,804,2017-07-03 16:11:56.000,2017-07-03 16:30:16.000,1100,-58.4142706,-34.6496921,-58.4836432,-34.6489921,1
8613,943,2017-07-03 16:07:00.000,2017-07-03 16:34:55.000,1675,-58.453363,-34.582168,-58.4535778,-34.5821392,1
8614,1067,2017-07-03 16:11:26.000,2017-07-03 16:21:26.000,600,-58.47185,-34.610695,-58.4619967,-34.630705,2
8615,697,2017-07-03 16:20:10.000,2017-07-03 16:46:29.000,1579,-58.445083,-34.628009,-58.41292908,-34.58926865,1
8616,139,2017-07-03 16:30:51.000,2017-07-03 16:53:36.000,1365,-58.4770423,-34.6276711,-58.4756665,-34.6275844,2
8617,858,2017-07-03 16:42:54.000,2017-07-03 16:58:35.000,941,-58.3980284,-34.5698248,-58.3858289,-34.6094195,1
8618,353,2017-07-03 16:49:17.000,2017-07-03 17:04:32.000,915,-58.485103,-34.584727,-58.44149274,-34.60090186,2
8619,548,2017-07-03 16:58:39.000,2017-07-03 17:17:26.000,1127,-58.444617,-34.610735,-58.40459,-34.5894167,2
8620,773,2017-07-03 17:23:55.000,2017-07-03 17:45:21.000,1286,-58.407014,-34.598951,-58.4832399,-34.5980852,1
8621,190,2017-07-03 17:34:13.000,2017-07-03 17:38:37.000,264,-58.43699,-34.629622,-58.4387142,-34.6201474,2
8622,734,2017-07-03 17:39:20.000,2017-07-03 17:54:45.000,925,-58.4220842,-34.5768091,-58.41286819,-34.60259369,1
8623,435,2017-07-03 17:42:02.000,2017-07-03 18:05:10.000,1388,-58.414992,-34.600265,-58.4159185,-34.5556238,1
8624,1093,2017-07-03 17:52:51.000,2017-07-03 18:06:04.000,793,-58.468329,-34.610755,-58.4685033,-34.61059,1
8625,462,2017-07-03 17:58:42.000,2017-07-03 18:14:04.000,922,-58.45274,-34.602971,-58.4443345,-34.6317486,1
8626,968,2017-07-03 18:12:20.000,2017-07-03 18:21:59.000,579,-58.4556962,-34.6048317,-58.44257867,-34.585945,1
8627,229,2017-07-03 18:32:13.000,2017-07-03 18:40:51.000,518,-58.4877573,-34.6126871,-58.4878282,-34.6126824,1
8628,741,2017-07-03 18:59:18.000,2017-07-03 19:22:34.000,1396,-58.4405333,-34.6157246,-58.5050924,-34.5720064,1
8629,442,2017-07-03 19:12:05.000,2017-07-03 19:27:06.000,901,-58.418916,-34.579215,-58.41585684,-34.55566219,1
8630,509,2017-07-03 19:29:37.000,2017-07-03 19:36:21.000,404,-58.477364,-34.558437,-58.488377,-34.545564,3
8631,891,2017-07-03 20:11:04.000,2017-07-03 20:36:35.000,1531,-58.437908,-34.578152,-58.4707081,-34.632294,1
8632,920,2017-07-03 20:36:03.000,2017-07-03 20:54:44.000,1121,-58.472741,-34.580473,-58.4223022,-34.5808231,1
8633,1129,2017-07-03 20:59:26.000,2017-07-03 21:08:23.000,537,-58.395997,-34.607159,-58.4174365,-34.6138501,1
8634,559,2017-07-03 21:06:43.000,2017-07-03 21:43:44.000,2221,-58.370486,-34.63227,-58.45853633,-34.57530045,1
8635,1071,2017-07-03 21:17:18.000,2017-07-03 21:28:57.000,699,-58.449524,-34.633051,-58.4501526,-34.6141818,1
8636,1114,2017-07-03 21:36:42.000,2017-07-03 21:55:02.000,1100,-58.497454,-34.592372,-58.4681817,-34.5569533,1
8637,891,2017-07-03 21:43:16.000,2017-07-03 21:51:05.000,469,-58.412814,-34.5963,-58.409776,-34.5856116,1
8638,894,2017-07-03 21:52:30.000,2017-07-03 22:07:33.000,903,-58.444562,-34.593129,-58.4644973,-34.5647044,2
8639,107,2017-07-03 22:13:53.000,2017-07-03 22:22:55.000,542,-58.3772277,-34.6204315,-58.3674651,-34.6291679,1
8640,537,2017-07-03 22:14:17.000,2017-07-03 22:29:34.000,917,-58.4077839,-34.6139452,-58.3996147,-34.5874871,2
8641,152,2017-07-03 22:25:22.000,2017-07-03 22:37:36.000,734,-58.398687,-34.63353,-58.3709344,-34.6243546,1
8642,1114,2017-07-03 22:23:59.000,2017-07-03 22:35:11.000,672,-58.4383706,-34.5840854,-58.4469733,-34.60752,2
8643,923,2017-07-03 22:27:59.000,2017-07-03 22:38:25.000,626,-58.3922485,-34.6352235,-58.41431,-34.6549033,1
8644,931,2017-07-03 22:45:29.000,2017-07-03 23:01:37.000,968,-58.40512,-34.590438,-58.3735078,-34.5866646,1
8645,664,2017-07-03 22:49:56.000,2017-07-03 23:01:19.000,683,-58.458016,-34.564294,-58.4547703,-34.5840699,1
8646,1095,2017-07-03 23:03:54.000,2017-07-03 23:14:02.000,608,-58.480678,-34.629969,-58.4458369,-34.616109,1
8647,39,2017-07-03 23:22:32.000,2017-07-03 23:30:59.000,507,-58.434549,-34.594247,-58.4165007,-34.584684,1
8648,204,2017-07-03 23:33:49.000,2017-07-03 23:44:25.000,636,-58.453384,-34.557863,-58.4431026,-34.5727624,1
8649,288,2017-07-03 23:54:12.000,2017-07-04 00:09:47.000,935,-58.441233,-34.594133,-58.40269,-34.5860267,1
8650,591,2017-07-03 23:54:14.000,2017-07-04 00:04:06.000,592,-58.413789,-34.580976,-58.44077891,-34.57475365,1
